Insee - Statistiques locales; ; ; ; 
243700820;CC de Bléré Val de Cher;21555;5852;10855;4807;50.5
243800604;CA Porte de l'Isère (C.A.P.I);109717;37720;55378;15551;51
243800745;CC de l'Oisans;10658;2813;5815;2044;54.5
243800935;CC Lyon Saint Exupéry en Dauphiné;29311;9785;14825;4346;51.2
243800984;CA du Pays Voironnais;94501;27029;48063;19038;51.1
243801024;CC du Massif du Vercors;11926;3327;6235;2279;52.7
243801073;CC de Bièvre Est;22700;6912;11654;3862;52
243801255;CC des Collines du Nord Dauphiné;25130;7696;13035;4220;52.2
243900354;CC de la Station des Rousses-Haut Jura;7162;2042;4134;961;57.9
243900420;CC du Val d'Amour;9056;2564;4343;2128;48.1
243900479;CC Haut-Jura Arcade Communauté;9150;2778;4863;1568;52.8
243900560;CC Jura Nord;11739;3530;6017;2131;51.5
243900610;CC La Grandvallière;5415;1486;2921;996;54.1
243901089;CC de la Plaine Jurassienne;9153;2454;4414;2300;48.1
244000543;CC de Mimizan;12636;2528;6045;3960;48.2
244000659;CC du Seignanx;28770;7687;14389;6094;51.1
244000675;CA du Grand Dax;56850;13649;27070;14938;48.6
244000691;CC du Pays Morcenais;9370;2060;4450;2855;47.5
244000766;CC du Pays Tarusate;17827;4424;8919;4371;50.4
244000774;CC du Pays de Villeneuve en Armagnac Landais;6249;1591;3115;1558;49.7
244000808;CA Mont-de-Marsan Agglomération;54172;14826;27966;11084;51.9
244000824;CC du Pays Grenadois;7689;1977;3869;1811;50.5
244000857;CC Côte Landes Nature;12235;2541;6110;3442;50.5
244000865;CC Maremne Adour Côte Sud;69473;16471;34599;17298;50.6
244000873;CC des Grands Lacs;30562;7007;15034;8035;50
244000881;CC Coteaux et Vallées des Luys;7639;1856;3699;2074;48.5
244100293;CC des Collines du Perche;5986;1316;2911;1790;48.4
244100780;CC de la Sologne des Étangs;8632;2095;4316;2266;49.7
244100798;CC du Grand Chambord;20659;5554;10696;4460;51.6
244100806;CC de la Sologne des Rivières;10489;2294;4991;3261;47.3
244200614;CC des Vals d'Aix et Isable;5881;1548;2840;1497;48.3
244200622;CC des Monts du Pilat;15430;4174;7586;3570;49.5
244200630;CC du Pays entre Loire et Rhône;14082;4189;6743;3034;48.3
244200770;Saint-Etienne Métropole;406868;128730;190288;86461;46.9
244200820;CC du Pays d'Urfé;5161;1228;2545;1424;49
244200895;CC du Pilat Rhodanien;16859;4699;8755;3385;52
244300307;CC du Pays de Montfaucon;8018;2125;3927;1963;49
244301016;CC des Sucs;18202;5101;8933;4107;49.2
244301099;CC Auzon Communauté;9366;2328;4593;2417;49.2
244301107;CC du Haut-Lignon;8059;1921;3807;2331;47.2
244301123;CC des Pays de Cayres et de Pradelles;5159;1168;2493;1513;48.2
244301131;CC Loire et Semène;20523;6223;10306;3966;50.3
244400404;Nantes Métropole;672420;217887;339185;108132;51
244400438;CC Grand Lieu Communauté;40900;13244;21132;5840;52.5
244400453;CC de la Région de Blain;16545;5309;8268;2803;50.5
244400503;CC d'Erdre et Gesvres;65977;21505;34102;8939;52.8
244400537;CC de Nozay;16149;5424;8229;2412;51.2
244400552;CC du Pays d'Ancenis;68327;21949;34169;11776;50.3
244400586;CC du Sud Estuaire;30691;8128;15268;6977;50.3
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);75716;16647;34711;23761;46.2
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);128857;37297;62074;28024;48.7
244500203;CA Montargoise et Rives du Loing (A.M.E.);62408;18463;29522;14532;47.2
244500211;CC Giennoises;24025;6634;11832;5818;48.7
244500419;CC des Quatre Vallées;17195;4875;8546;3848;49.5
244500427;CC des Loges;43016;12688;21838;8109;51.2
244500468;Orléans Métropole;290346;94822;142662;50746;49.5
244500484;CC de la Forêt;17375;5421;8986;2876;52
244500542;CC de la Plaine du Nord Loiret;6847;2061;3561;1255;51.8
244600433;CC de la Vallée du Lot et du Vignoble;14456;2840;6753;4872;46.7
244600482;CC Quercy - Bouriane;10028;1877;4756;3425;47.3
244600532;CC du Pays de Lalbenque-Limogne;8626;1872;4154;2475;48.9
244600573;CC du Causse de Labastide-Murat;3920;721;1890;1298;48.4
244700449;CC du Pays de Duras;5736;1279;2725;1736;47.5
244700464;CC du Pays de Lauzun;10324;2123;4650;3599;44.8
244701355;CC des Coteaux et Landes de Gascogne;12418;2672;5886;3844;47.5
244701405;CC Lot et Tolzac;7360;1786;3467;2111;47.1
244800405;CC Cœur de Lozère;15659;4801;7836;3001;50.1
244800470;CC du Gévaudan;9647;2450;4732;2456;49.1
244900015;CU Angers Loire Métropole;303535;103257;142038;57105;47
244900809;CC Anjou Bleu Communauté;34615;10494;16573;7419;48.1
244900882;CC Baugeois Vallée;34966;10625;17237;7449;48.8
245100615;CC de la Grande Vallée de la Marne;14407;3731;7538;3238;52
245100888;CC de la Brie Champenoise;7580;2088;3766;1727;49.7
245100979;CC du Sud Marnais;5813;1614;2934;1294;50.2
245200597;CC des Trois Forêts;7440;1813;3693;1988;49.3
245300223;CC du Pays de Meslay-Grez;13782;4337;6848;2625;49.6
245300355;CC de l'Ernée;20624;6260;9896;4677;47.5
245300389;CC du Bocage Mayennais;18540;4592;8659;5420;46.4
245300447;CC du Pays de Château-Gontier;30189;9087;14695;6506;48.5
245400171;CC Moselle et Madon;28330;7876;14536;6010;51.1
245400189;CC des Pays du Sel et du Vermois;29012;8147;14756;6089;50.9
245400262;CA Grand Longwy Agglomération;62931;17863;33036;11534;52.9
245400510;CC du Pays de Colombey et du Sud Toulois;11261;3517;5846;1973;51.6
245400601;CC du Bassin de Pompey;39939;11228;19995;8934;49.8
245400676;Métropole du Grand Nancy;256928;89343;122321;46251;47.4
245400759;CC du Pays du Sanon;5859;1695;3034;1168;51.4
245500327;CC du Sammiellois;8430;2137;4396;1971;51.7
245501176;CC du Territoire de Fresnes-en-Woëvre;4763;1295;2444;1020;51.4
245501184;CC du Pays de Revigny-sur-Ornain;7089;1885;3660;1608;51.2
245501242;CC du Pays d'Étain;7519;2295;3764;1500;49.8
245501259;CC du Pays de Montmédy;6964;1957;3821;1220;54.6
245600440;CC de Blavet Bellevue Océan;18317;5127;9651;3470;52.9
245600465;CC de Belle-Île-en-Mer;5528;1184;2720;1578;49.6
245614383;CC Questembert Communauté;24015;6815;11931;5127;50
245614417;CC Roi Morvan Communauté;24533;5490;11790;7205;48.2
245614433;CC Pontivy Communauté;46475;13207;23006;10243;49.5
245700133;CC du District Urbain de Faulquemont (DUF);24225;6648;12922;4707;53.2
245700372;CA de Forbach Porte de France;76391;20235;40871;15658;53.2
245700398;CC de Freyming-Merlebach;31532;8703;15788;7050;50.1
245700695;CC de Cattenom et Environs;27409;7772;15764;3773;57.7
245700950;CC du Pays de Phalsbourg;17321;4732;9352;3352;53.6
245701164;CC du Warndt;17716;4584;9597;3774;53.4
245701206;CC du Saulnois;28365;7875;14654;5996;51.4
245701222;CA du Val de Fensch;71066;20271;36080;14421;51
245701271;CC du Pays Orne Moselle;52936;14481;27908;10452;52.8
245701354;CC de l'Arc Mosellan;35242;10006;19054;6090;54.2
245701362;CA Portes de France-Thionville;82041;21679;43581;15667;53.9
245701404;CC du Pays Haut Val d'Alzette;29402;7899;15808;5488;54.1
245801063;CC Loire et Allier;7223;1837;3749;1635;51.9
245804406;CA de Nevers;64617;17406;31292;16742;47.8
245804497;CC du Nivernais Bourbonnais;5270;1318;2684;1377;49.9
245900428;CU de Dunkerque;192635;59246;97457;37952;50.1
245900758;CC Flandre Lys;39993;12283;20005;7181;50.7
245901038;CC du Pays Solesmois;14678;4368;7483;2898;50.7
245901152;CC Cœur d'Ostrevent;70668;22700;35682;12418;50.4
245901160;CA Valenciennes Métropole;191916;63572;95448;33530;49.6
246000129;CC du Liancourtois;23934;7374;12550;3919;52.6
246000376;CC du Clermontois;37467;11157;19790;6333;53.1
246000566;CC du Plateau Picard;30041;9340;15936;4863;52.9
246000582;CC des Sablons;38428;12844;20083;5480;52.3
246000707;CC du Vexin-Thelle;20519;6087;10832;3554;52.9
246000749;CC des Lisières de l'Oise;16164;4557;8470;3130;52.4
246000756;CC du Pays Noyonnais;32519;10298;16218;6077;49.8
246000764;CC de l'Aire Cantilienne;44588;11826;23486;9551;52.4
246000772;CC des Deux Vallées;22644;6503;11828;4435;52
246000848;CC de la Picardie Verte;32391;9854;16461;6243;50.6
246000855;CC du Pays des Sources;22096;6608;11809;3662;53.5
246000871;CC du Pays de Valois;55425;17388;29917;8537;53.6
246000897;CC de la Plaine d'Estrées;18227;5644;9650;2875;53.1
246000913;CC du Pays de Bray;18248;5570;9634;3090;52.7
246000921;CC des Pays d'Oise et d'Halatte;34267;10242;18318;5739;53.4
246100390;CC du Val d'Orne;5657;1592;2761;1299;48.8
246100663;CU d'Alençon;55816;16299;26730;12972;47.7
246200299;CA d'Hénin-Carvin;126895;41618;63845;21502;50.3
246200364;CA de Lens - Liévin;242238;77550;120945;42773;50.1
246200380;CC de la Terre des Deux Caps;22288;6798;11448;4003;51.5
246200729;CA du Boulonnais;112077;33530;55743;22819;49.7
246200844;CC de la Région d'Audruicq;28012;8946;14680;4191;52.8
246201016;CC du Pays de Lumbres;24172;7731;12426;3997;51.4
246300701;Clermont Auvergne Métropole;295821;94123;142350;59706;48.1
246300966;CC du Massif du Sancy;9638;1986;5062;2593;52.5
246301097;CC Entre Dore et Allier;19382;5329;9880;4003;51.4
246400337;CC de la Vallée d'Ossau;9688;2124;4827;2711;50
246401756;CC Pays de Nay;28901;8055;14542;6250;50.4
246500482;CC de la Haute-Bigorre;16538;3396;8048;5148;48.5
246500573;CC Aure Louron;6906;1497;3692;1740;53.3
246600282;CC Sud-Roussillon;24156;5401;11119;7424;46.4
246600373;CC du Vallespir;20376;4565;9442;6357;46.4
246600399;CC Pyrénées Cerdagne;8725;2200;4654;1819;53.7
246600415;CC Roussillon-Conflent;18608;5215;9075;4213;49
246600423;CC Agly Fenouillèdes;6344;1351;3034;1994;47.6
246600449;CC des Aspres;22446;5874;11464;4759;51.9
246600464;CC Pyrénées catalanes;5887;1627;3199;1128;53.7
246600548;CC du Haut Vallespir;9830;1757;4395;3570;45.2
246700306;CC de la Vallée de la Bruche;20588;5413;10730;4565;51.8
246700488;Eurométropole de Strasbourg;511552;166859;255832;82581;50.6
246700744;CC des Portes de Rosheim;18170;4568;9879;3586;54.8
246700777;CC de la Vallée de Villé;10686;2706;5639;2372;52.6
246700843;CC de la Basse-Zorn;17630;4528;9548;3440;54.5
246700926;CC du Pays de Wissembourg;15710;3852;8529;3374;54.1
246700959;CC du Pays de la Zorn;16177;4400;8671;3039;53.8
246700967;CC de Sélestat;36969;10302;19640;6921;53.3
246701064;CC de la Région de Molsheim-Mutzig;40693;11315;21611;7613;53.3
246701080;CC du Pays de Sainte-Odile;19157;5046;9893;3929;52.4
246701098;CC du Pays de Niederbronn-les-Bains;23395;5984;12245;5160;52.4
246800205;CC de la Vallée de Saint-Amarin;12212;2886;6200;3197;50.5
246800395;CC du Val d'Argent;9351;2571;4863;1983;51.6
246800445;CC du Centre du Haut-Rhin;16261;4786;8511;2756;53
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;12852;3327;6733;2903;51.9
246800551;CC de la Vallée de Kaysersberg;16133;3985;8525;3699;52.6
246800569;CC de la Région de Guebwiller;37999;10381;19900;7788;52.3
246800577;CC du Pays de Ribeauvillé;18241;4648;9588;4059;52.4
246800585;CC de la Vallée de Munster;16242;3999;8391;3853;51.7
246800676;CC de la Vallée de la Doller et du Soultzbach;15972;4224;8404;3379;52.5
246800726;CA Colmar Agglomération;113968;31844;59145;23159;51.8
246900575;CC de l'Est Lyonnais (CCEL);41971;13058;21446;7196;51.4
246900625;CC du Pays de l'Arbresle (CCPA);38481;11646;19809;6982;51.5
246900724;CC des Vallons du Lyonnais (CCVL);31247;9551;15850;5540;51.2
246900740;CC du Pays Mornantais (COPAMO);29440;8970;15290;4960;52.3
246900757;CC de la Vallée du Garon (CCVG);32185;9698;15723;6325;49.5
246900765;CC du Pays de l'Ozon;26903;8036;13507;4848;51.2
247000011;CA de Vesoul;31979;8678;16161;7243;50.4
247000367;CC des Combes;7574;2087;3865;1650;50.8
247000623;CC des Quatre Rivières;9470;2409;4392;2684;46.3
247000664;CC du Pays de Lure;19482;5489;9848;4236;50.3
247000698;CC des Monts de Gy;6145;1801;3177;1178;51.6
247000706;CC du Pays Riolais;13090;4126;6734;2094;52
247000714;CC du Pays de Villersexel;7797;1999;3947;1890;50.4
247000722;CC du Pays d'Héricourt;21053;5818;10742;4518;51
247000755;CC du Pays de Luxeuil;14877;3917;7369;3561;49.6
247000821;CC Rahin et Chérimont;11724;3293;5990;2499;50.8
247000854;CC des 1000 étangs;8338;1906;4218;2289;50.1
247100290;CU Le Creusot Montceau-les-Mines;91612;22934;43891;25480;47.5
247100589;CA Le Grand Chalon;114258;31694;56957;25607;49.8
247100639;CC de Marcigny;6043;1432;2842;1814;46.7
247100647;CC Bresse Nord Intercom';6537;1477;3041;2016;46.5
247103765;CC Entre Saône et Grosne;11062;2881;5612;2641;50.4
247103864;CC de Semur-en-Brionnais;5191;1232;2532;1417;48.9
247104094;CC Sud Côte Chalonnaise;11514;2911;5880;2708;51.1
247200090;CC Communauté de communes du Pays Sabolien;28490;8794;14010;5768;49
247200132;CU Le Mans Métropole;208700;64029;98463;44580;47.5
247200348;CC du Pays Fléchois;27122;8243;13002;5672;48.3
247200421;CC du Sud Est Manceau;17672;5302;8853;3477;50.2
247200447;CC Orée de Bercé - Belinois;19419;5838;9893;3755;50.8
247200629;CC du Val de Sarthe;30389;9144;15542;5725;51.1
247200686;CC du Pays de l'Huisne Sarthoise;28514;7945;14241;6422;49.8
247300015;CC des Vallées d'Aigueblanche;7192;1857;3961;1434;54.6
247300254;CC de Haute-Tarentaise;15482;4139;8946;2397;57.8
247300262;CC de Yenne;7352;2023;3737;1498;51.5
247300361;CC du Canton de La Chambre;7414;1889;3834;1666;51.9
247300452;CC Maurienne Galibier;5420;1361;2742;1329;50.5
247300528;CC Val Guiers;12278;3542;6166;2572;50.2
247300668;CC du Lac d'Aiguebelette (CCLA);6156;1705;3227;1149;53.1
247300676;CC Porte de Maurienne;6923;1881;3644;1377;52.8
247300817;CC Les Versants d'Aime;9699;2597;5383;1688;55.7
247400047;CC de la Vallée Verte;8227;2433;4563;1161;55.9
247400112;CC du Pays de Cruseilles;16533;5181;9040;1917;56
247400567;CC Fier et Usses;15868;4815;8693;2116;55.6
247400583;CC Arve et Salève;20255;6022;11017;3035;54.9
247400617;CC des Vallées de Thônes;18581;5348;9877;3329;53.2
247400666;CC des Quatre Rivières;19742;5980;10780;2772;55.2
247400682;CC du Haut-Chablais;12846;3408;7069;2344;55.1
247400690;CC du Genevois;48578;15043;27394;5874;56.7
247400724;CC du Pays Rochois;28675;8764;15861;3744;55.9
247400740;CC Rumilly Terre de Savoie;32618;10219;16851;5036;52.5
247400773;CC des Sources du Lac d'Annecy;15254;3973;7680;3492;50.7
247600505;CC Campagne-de-Caux;15038;4791;7731;2505;51.4
247600588;CC des Villes Sœurs;36073;8813;17863;9836;48.9
247600604;CC de Londinières;5195;1471;2614;1135;50.1
247600620;CC Yvetot Normandie;26035;7357;13454;5411;51.3
247600646;CC Caux - Austreberthe;25189;7668;12863;4811;50.8
247600729;CC Falaises du Talou;23604;6953;12182;4491;51.6
247600786;CA de la Région Dieppoise;45775;11764;21940;12205;47.8
247700032;CC Moret Seine et Loing;39229;11013;20379;7588;52.3
247700057;CA Melun Val de Seine;134869;45839;67443;19981;50.6
247700065;CC du Pays de l'Ourcq;17375;6064;9009;2366;51.7
247700107;CC Pays de Montereau;44861;15413;20953;7623;47.6
247700339;CA Val d'Europe Agglomération;52768;18539;28386;4945;54.7
247700594;CA Marne et Gondoire;108133;35609;59628;12711;55.2
247700644;CC l'Orée de la Brie;28691;9244;14930;4153;52.7
247700701;CC Brie Nangissienne;28065;9471;14543;3934;52
247800550;CC du Pays Houdanais (C.C.P.H.);29907;8828;15666;5296;52.6
247800584;CA Versailles Grand Parc (C.A.V.G.P.);267395;85112;135577;47856;50.5
247800618;CC Cœur d'Yvelines;50577;15257;25731;9307;51.2
247900798;CC du Thouarsais;35495;9309;17424;8832;49
248000499;CC du Val de Somme;26744;7745;14021;4973;52.4
248000531;CA Amiens Métropole;182017;64786;87254;30034;47.9
248000747;CC du Pays du Coquelicot;28237;8116;14193;5920;50.3
248100158;CC du Sor et de l'Agout;22985;6030;11733;5125;51.3
248100430;CA de Castres Mazamet;78503;20613;36722;20940;46.9
248100497;CC Val 81;5567;1298;2672;1588;48.1
248100737;CA de l'Albigeois (C2A);82582;23020;38413;20919;46.6
248100745;CC Thoré Montagne Noire;5057;1097;2334;1625;46.2
248200016;CC des Deux Rives;18810;4916;9288;4550;49.5
248200057;CC du Quercy Caussadais;20355;5186;9751;5321;48.1
248200065;CC de la Lomagne Tarn-et-Garonnaise;10072;2450;4733;2870;47.1
248200099;CA Grand Montauban;78933;23152;39052;16301;49.7
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;7717;1495;3607;2562;47.1
248300394;CA Sud Sainte Baume;62968;12989;28421;20050;46.2
248300410;CC de la Vallée du Gapeau;32380;8354;16689;7035;52
248300493;CA Dracénie Provence Verdon Agglomération;108951;28510;53722;25794;49.7
248300543;Métropole Toulon-Provence-Méditerranée;444634;114809;215545;112875;48.6
248300550;CC Cœur du Var;44194;12457;22012;9439;50.1
248400053;CA Ventoux-Comtat-Venaissin (COVE);70930;19078;34214;17006;48.7
248400160;CC Aygues-Ouvèze en Provence (CCAOP);19937;5639;10146;4009;51.3
248400236;CC du Pays Réuni d'Orange;44587;13199;22147;9628;49.2
248400251;CA du Grand Avignon (COGA);193914;58244;95510;39536;49.4
248400285;CC Territoriale Sud-Luberon;25226;6835;12856;5453;51.1
248400293;CA des Sorgues du Comtat;50385;14897;25163;10105;50.2
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;33790;8709;16999;8120;50.3
248400335;CC Vaison Ventoux;16679;3841;7955;4872;47.7
248500191;CC de l'Île de Noirmoutier;9182;1648;4137;3441;44.8
248500258;CC Océan Marais de Monts;19488;3880;8751;6708;45.3
248500340;CC Pays de Chantonnay;22985;6952;11564;4360;50.6
248500415;CC du Pays de la Châtaigneraie;15598;4079;7555;3981;48.4
248500464;CC du Pays de Pouzauges;23179;6778;11670;4768;50.3
248500530;CC du Pays des Achards;19532;5859;9993;3395;51.9
248500563;CC Vendée, Sèvre, Autise;16178;4329;7914;3936;48.9
248500589;CA La Roche-sur-Yon Agglomération;98290;30855;48160;18755;49.3
248500621;CC du Pays des Herbiers;30226;9229;15672;5230;52
248500662;CC du Pays de Mortagne;27953;8271;14227;5323;51.1
248600413;CA Grand Châtellerault;83569;22401;40882;20331;48.9
248600447;CC du Pays Loudunais;24350;6144;11969;6319;49
248700189;CC du Pays de Saint-Yrieix;12081;2361;5838;3839;48.5
248719262;CC Gartempe Saint-Pardoux;5099;1108;2495;1523;48.7
248719288;CC du Val de Vienne;16256;4379;8358;3480;51.5
248719312;CU Limoges Métropole;207053;62698;98323;45930;47.5
248719338;CC Briance-Combade;5303;1048;2653;1641;49.7
248719353;CC des Portes de Vassivière;5674;1083;2667;1891;47.3
248719361;CC de Noblat;11724;2900;5861;3027;49.7
248900334;CA du Grand Sénonais;59349;16632;28827;13743;48.7
248900383;CC de l'Agglomération Migennoise;14888;4394;7265;3307;48.5
248900524;CC de l'Aillantais en Bourgogne;10250;2803;5240;2311;50.6
248900664;CC de la Vanne et du Pays d'Othe;8462;2147;4224;2148;49.6
248900748;CC du Gâtinais en Bourgogne;17545;4988;8841;3669;50.5
248900896;CC Yonne Nord;24396;7151;12251;5075;50.1
248900938;CC du Jovinien;20806;6030;10130;4852;48.2
249000241;CC du Sud Territoire;23628;6651;12196;4743;51.7
249100074;CC du Pays de Limours (CCPL);27026;8196;14140;4546;52.6
249100157;CC des Deux Vallées;18587;4934;9708;3958;52.2
249100546;CC du Val d'Essonne (CCVE);61349;19050;31822;9807;52.4
249100553;CC Entre Juine et Renarde (CCEJR);27615;8118;14473;4930;52.6
249100595;CC Le Dourdannais en Hurepoix (CCDH);26431;8076;13286;4799;50.8
249500109;CA de Cergy-Pontoise;213763;78847;111096;22455;52.3
249500430;CC Sausseron Impressionnistes;19172;5521;10121;3545;52.8
249500455;CC de la Vallée de l'Oise et des Trois Forêts;38783;12034;19970;6920;51.3
249500489;CC du Haut Val d'Oise;39774;13896;20595;4856;52.3
249500513;CC du Vexin-Val de Seine;16709;5179;8656;2901;51.7
249710047;CC de Marie-Galante;10512;2789;5208;2568;49.3
249710062;CA du Nord Basse-Terre;77587;23346;40095;13301;52.2
249710070;CA Grand Sud Caraïbe;76639;21473;38492;17221;49.9
249720053;CA de l'Espace Sud de la Martinique;114520;30605;60831;23388;53
249720061;CA du Centre de la Martinique;150518;42770;78972;30361;51.9
249730037;CC de l'Ouest Guyanais;96306;55862;38253;2642;39.5
249730045;CA du Centre Littoral;151887;64595;72301;11046;48.9
249730052;CC de l'Est Guyanais;7307;4077;2847;281;39.5
249740077;CA CIVIS (Communauté Intercommunale des VIlles Solidaires);180758;65494;94319;21721;52
249740085;CA du Sud;131368;46177;66486;17205;51.2
249740093;CA Intercommunale de la Réunion Est (CIREST);127537;50167;63685;13250;50.1
249740101;CA Territoire de la Côte Ouest (TCO);211983;72880;113359;24532;53.8
249740119;CA Intercommunale du Nord de la Réunion (CINOR);211437;78189;108462;25285;51.2